deu_2012,xbnl_2012,xfra_2012
57879600,21417400,43384700
54288700,21417400,46068100
49129000,20411500,44135100
44935400,18924200,38810600
42526900,17769800,37575000
41214600,16954900,35127300
40558900,16567000,33244500
40663600,16397200,32729800
41438800,16432000,33292600
42957100,16481400,32994000
47147200,17268100,34929900
51987200,18694900,37811700
55479100,20316800,40309400
58002600,21083600,41601000
59676200,20998000,42816000
58738800,20905100,44339400
56453300,20478500,42425100
54433600,20455500,41641300
53114400,20156100,40625700
52051600,20252500,39808500
52116000,20401700,40144400
52405800,20378100,41128600
51779000,20108400,40413500
49941000,19856200,39524600
49921400,20150600,40957700
47621100,20145800,43879700
43940500,19222400,42339600
41159300,17928000,37499400
38656500,16826400,36295200
37507500,16232500,33811200
37057800,15847600,31985300
36943900,15681800,31289900
36804700,15656600,31321300
37353400,15425500,30349900
40179400,15760200,31515800
44661700,16905700,34018400
48353700,18036900,36509300
51199300,18854200,38209500
53506600,19193400,39439200
52941800,19229900,41188500
50619600,18963400,38667200
48958700,18561200,37523900
47454300,18407500,36266700
46633100,18494800,35697000
47810900,19221200,36211700
49365900,19732700,37637800
49595900,19777700,38612200
49062300,19781100,38970700
49944500,20445200,40516700
48514800,20517400,43093000
44918100,19290400,41505700
42271600,18067700,36762700
40615300,17164800,35674400
39510000,16528800,33511600
39825100,16395300,32209200
41414700,16526900,32505900
45641600,17272500,34264000
54063300,18596400,35741200
61462400,20849600,38525800
65986100,23095400,41944800
68086300,24504500,44378700
69890900,25187100,45683000
72099300,25639400,47027700
71737000,25480300,48104200
70953700,25528300,46760500
69605700,25589500,46110300
68505000,25381400,44933600
66826900,24987000,43964200
66418500,24666400,43679300
65577800,23840200,44627200
64072200,23008300,43853200
62141000,22511800,42662800
60680300,22750900,43192200
55889800,22313900,45595600
49876600,21101900,43514300
45800300,19529900,38516900
43937000,18472100,37531800
43074400,17859400,35299200
43687400,17646000,33903500
45104500,17565200,33935000
48901200,18197700,35465200
56495900,19541800,36855000
63647700,21571100,39762300
67674500,23885000,43036000
69251400,25389200,45255800
71443700,26054100,46557200
73822300,26521800,47772200
73962600,26405700,48815300
73312700,26537100,47537400
71611600,26394600,46868500
69960000,26101500,45599500
68325500,25772900,44704800
67298400,25359900,44473900
66388600,24033400,45207600
64776100,23303300,43998600
62629800,22780300,42632300
60895400,23057000,43105700
55796600,22616900,45468900
50480400,21314600,43532000
46725100,19621800,38572900
45213700,18680800,37571100
44178600,18079200,35149900
44156700,17833000,33420300
45450700,17582200,32754400
48888600,17722400,32931200
55637900,18345500,32504900
62231900,20020700,33948700
66221900,22027200,36569200
68072500,23447400,38948100
70018600,24070900,40557900
71849700,24485300,42085200
71350500,24547700,43679300
70706400,24467000,41387900
69589600,24229000,40191600
68331300,24157600,38800800
66698000,23977600,38220300
66284000,23799600,38631800
65820400,23202700,39940100
64340200,22824000,40242600
62358400,22503100,40311400
61163300,22566700,41066700
56643100,22034200,43688200
51022200,20775900,42041000
47276000,19200700,37240100
45709500,18155300,36169500
44719200,17517800,34106800
44994100,17255900,32771100
46558300,17349500,32990100
50489600,18062100,34750200
58553600,19530800,36244100
66413900,21589100,39236900
69522900,23809600,42416200
70674200,25196400,44758800
71711700,25894300,45932500
73102300,26408700,47109200
72751500,26118800,48095300
72000400,25969000,46693700
71443700,25917700,46171200
69995600,25582100,45026900
67958600,25196600,44258800
66665800,25047700,44212700
66004500,24321100,45142800
65128000,23548500,44181300
63500500,23079800,43251100
62652800,23250100,43799200
58038300,22604300,45987500
52788900,21435900,43811900
48901200,19916600,38927500
46633100,18777700,37846100
45533500,18183600,35653800
45389700,17974300,34198200
46518100,18049900,34210000
50154900,18562200,35766800
57734600,19885000,37200800
64696700,21976700,40031500
69207700,24235800,43259000
71058400,25612000,45710500
71467800,26430000,46904900
72947000,26741600,48223000
73288600,26175800,49349600
71707100,26032500,47985300
69448100,25840400,47390100
67908000,25585200,46296900
66678500,25274700,45667300
66236800,24990400,45563200
65340800,24239900,46139800
63255500,23403800,44931600
61040300,22727500,43807000
59793500,22875900,44781400
55793100,22426800,47183800
50873800,21445100,44970000
46757300,19884300,39680800
44444300,18756200,38267400
43079000,17878000,35750100
42685600,17439300,33961500
42684500,17209600,33527300
43350400,17242000,33955600
44892800,17401500,33890800
48874800,18282100,35684300
53735500,19844000,38699600
57806000,21421700,41415400
60372000,22212000,42793400
61886800,22614000,44119400
61032200,22429300,45797000
58774400,22107200,43909200
57198700,21804300,43367000
55946100,21711100,42529200
55130600,21773800,41804300
55013300,21771000,42092100
55132900,21767700,42885700
54468100,21498800,42169700
52109100,21229200,41772900
51535200,21753600,42664700
48541200,21564100,45319600
44892800,20558500,43449500
41944900,19321700,38599400
39697500,18313900,37344200
38029700,17499600,34849400
37575400,17110700,33064700
37540900,16871800,32226900
38023900,16803800,32388000
38310300,16659700,31691600
41246800,16896700,32826100
45987800,18169200,35229500
50245800,19509200,37643700
52796900,20273400,39225100
55082300,20602200,40823100
54346200,20690700,42671600
52188500,20390800,40338900
50794400,20096000,39287900
50094000,20049800,38393200
49942200,20128900,37837200
51238400,20784400,38360700
52826800,21230200,39851700
52828000,21325600,40683600
53039600,21403300,41271000
53684900,22381800,42650000
51505300,22024100,45182100
47279500,20777600,42958400
44050900,19308600,37890300
42395800,18311000,36866800
41163900,17770200,34804200
41537800,17638000,33500800
43514900,17808800,33944800
48044300,18593000,36190100
57751900,20361300,38497300
65367300,22608200,41682500
70553500,25115300,45501300
73418600,26476300,48226900
75701700,27332900,49820100
76855300,27918600,51330700
77451100,27646900,52281400
76790900,28025100,51202000
75620000,27597500,50614700
73242600,27196300,49596100
71613900,26848400,48765200
70122100,26209400,48394900
68564800,25281100,48952800
67313400,24533000,47729000
66168900,23774000,46704500
64477000,24300300,46521800
59555400,23584400,48583500
54955800,22159200,46201600
51788200,20475300,40782800
49989300,19378100,39767300
48625200,18748900,37675200
48620600,18609100,36063400
49553400,18643300,36323700
53683700,19317100,38470700
61577400,20931700,40431200
68112800,23202500,43591900
72218900,25550700,47175000
74533100,26820600,49810200
77079600,27364800,51281600
79481200,27772700,52734200
78930200,27478100,53550400
77842200,27678800,52592800
76467700,27471300,52065400
74566400,27392400,50854300
72260300,26968800,49944800
71066400,26640800,49357400
70470600,25329300,49797500
69078900,24686800,48190600
67063800,24089800,47050300
65569700,24413100,46817500
60542200,23660200,48615900
55265200,22102700,46086700
51039400,20405900,40961600
49076100,19291200,39921500
48177800,18702800,37695800
48145600,18512100,36238200
48689600,18638800,36427800
52757800,19112300,38442300
60421500,20695800,40224000
66649700,22780800,43133200
69726500,25081200,46643600
71416100,26373100,49103000
73465700,26891300,50488900
75276100,27105100,51698000
74117900,26839800,52305000
73526700,26698600,51067400
72068200,26522300,50671600
70009400,26306800,49269000
68761500,25953000,48312400
67997700,25678500,48058000
67384700,24627800,48545200
66323100,23761500,47054200
64820900,23377300,46166300
63451100,23941900,46062200
58613400,23200200,48168000
53099400,21811200,45913800
49646600,20020700,40473500
47571600,18902200,39540400
46244300,18236600,37475800
46336300,18051400,36121300
47264500,18138800,36272600
50994600,18899800,38337200
59387500,20475900,40603100
66003300,22513100,43481900
69357300,24669300,46739900
71136600,25911400,49157100
72924000,26518800,50575400
74568700,26781600,51747100
74312300,26596100,52280500
73384100,26376000,51346400
72389100,26291200,50708000
71172200,26062500,49471400
69177800,25668300,48629600
68546400,25597700,48282900
68124300,24749000,48858500
66979800,23944000,47549200
66086100,23678900,47153400
64888800,23987900,46001300
59609400,22935100,48017700
54123100,21717200,45745900
50348200,19966000,40650200
48015600,18973800,39782000
46522700,18339800,37517000
46815900,18271700,36071200
48103000,18309400,36315800
51767500,19041400,38561100
60364000,20608300,40895800
67673400,22589900,44025100
71462100,24842200,47175000
72712400,26147300,49684500
74687200,26479200,51157800
75946700,26816000,51982900
74974800,26461300,52294200
72283300,26481100,50936800
70193400,26219800,50196200
69466500,25841000,48890900
67890800,25652200,47779000
67531900,25513500,47517800
66909700,24591200,48086500
65894100,23959600,46543400
64789900,23639300,45868700
62057000,23291200,44941500
57512700,22356400,47083600
52841800,21258500,45014200
48459600,19637800,40027500
45526600,18442800,38718300
44147500,17684300,36251000
43724300,17246700,34579300
43519500,17047800,34122600
44428200,17117300,34777700
46133900,17401900,35126400
49706400,18193800,36703800
54258800,19680200,39738800
58151000,21321200,42327800
60704400,22231900,43739300
61660200,22337300,45105500
60101700,22390100,46543400
58036000,21667700,44218600
56125500,21237300,43252100
54716600,20935900,41996800
53590500,20788100,40942900
54096600,21198600,41236600
54686700,21138700,41969300
54038000,20819200,41283800
53197200,20693100,41436000
52209200,21234800,40991100
49403900,20570900,43682300
45313800,19520100,42154000
41843700,18278100,37476800
39284500,17287900,36338400
37546600,16621300,33772900
36601200,16288200,32033400
36573600,16155200,31309500
36748400,16105900,31581600
37279800,16263300,31225100
39243100,16419300,31892000
43092800,17543200,34388700
46797500,18818500,36916900
49232500,19844700,38650500
51780100,20715300,40287800
51401700,20924700,41880900
49271600,20388600,38979500
47339300,19782700,37630000
45795700,19525600,36271600
45096400,19416500,35752000
46719300,20118400,36262800
48974800,20417600,38029700
49286500,20410600,39282000
49951400,20602600,41040200
49461400,21341100,40952800
47296700,20668000,43431800
42946700,19402400,41750300
39913700,18030700,36927700
38746300,17283000,35966100
38418500,16751900,33879000
38777300,16637200,32654200
40539400,16831500,33357400
45669200,17706400,36156700
55736800,19709800,39605200
63562600,21833400,42879800
67577900,24128000,46441300
69774800,25379900,48744500
71649600,25948600,49775900
73535900,26381400,51129300
73264400,26096200,51668500
72836600,26259500,50905400
71654200,26069400,50320000
70290100,25869500,49352500
68205900,25696900,48443000
67642300,25438100,47904800
67115600,24495600,48700300
66511700,23774600,47888100
65921700,23593800,47773200
63433800,24070400,46235000
57405700,22874200,48248500
51544400,21463100,46200700
48104200,19798100,41064700
45708300,18727900,40013800
44068200,18155700,37767500
44034800,17977800,36416000
45287400,18035500,36707700
49685700,18754700,39135700
58175200,20678800,42528200
65246500,22952100,45763600
69763300,25150900,49123700
72056700,26275900,51340500
74598600,26835000,52499500
77210700,27284000,53606400
76675900,26919800,53512100
75589000,26791500,52611500
73768200,26473800,51893500
71387300,26314300,50589100
69258300,25978000,49574500
68417600,25791900,49061800
67993100,24726300,49801400
66941900,23918500,48405700
66372500,23701000,48341800
63689200,24128500,46526700
58151000,23060700,48791700
52563400,21558900,46643600
48926500,19877800,41342700
46811300,18754100,40460700
45865900,18116700,38262500
46155700,17882100,36981700
47378400,17965000,37088800
51734100,18636700,39307600
60713600,20511400,42923100
67171900,22656000,46114200
71061800,24892700,49539100
72950400,26162200,51796200
75215200,26667800,53176200
76757500,27060500,54389200
76036400,26728600,54558200
75344000,26823400,53702700
74198400,26656100,53008300
72938900,26478800,51566400
70739800,26213000,50542900
70050800,26109900,49801400
69365300,24932600,50663800
68337000,24094800,49217000
67442200,24027100,48871200
64441400,24149300,46866600
58401800,23138200,48820200
52388600,21724300,46975600
48704600,20076800,41663900
46663000,18967600,40520600
45386300,18360800,38565000
45377100,18116800,37204700
46501900,18112400,37377600
50556300,18725700,39742700
59763600,20660300,43465200
67125900,22697600,46891100
71368900,24771500,50225700
72993000,25871000,52276500
74687200,26444700,53240100
76572400,26750900,54307700
75768400,26550100,53770500
74219100,26349800,52834400
72687000,26430200,51998600
70960600,26242300,50713900
69581500,26154900,49285700
69383700,25804800,48455800
69059400,25052700,49494900
68934000,24425600,48167000
68092100,24424200,48213200
64442500,24257900,46467800
58995300,23149100,48313400
53255800,21743700,46121100
49260100,20018100,41029400
46998800,18847400,40010800
45775000,18168400,37909900
46029200,18012700,36678200
47330100,18206500,37025000
51606500,18853200,39531500
61276100,20706900,43126400
67625100,22964200,46033700
71042300,25222900,49329900
72607700,26350800,51223600
74465200,26722100,51948500
76141000,27068900,52655700
75421000,26661200,52374700
73657800,26493200,50971200
71504700,26001900,49774900
69746000,25606400,48181700
68415300,25015500,46854800
67852800,24825000,46568000
66910800,24182800,47567900
65590400,23333900,46523800
