dnk_2012,deu_2012,fin_2012,pol_2012,xalp_2012,xbnl_2012,xbal_2012,nor_2012,swe_2012,xfra_2012,xhur_2012,xczs_2012,xgbr_2012,xgma_2012,xibe_2012,xita_2012,xskb_2012,xfwy_2012,hoy
4729550,72008400,11370200,19747000,17306400,28284500,3329850,16957600,20732100,69713500,12125200,12383600,56599200,8234660,45044900,45679500,11096100,6383790,1557
4389790,68445200,11638300,18481300,16175400,26567900,2969520,16555000,19831400,65990000,11342700,11668700,53109000,7491890,42217700,42836500,10973900,6040800,1558
3984690,65320100,11348200,17062600,16038600,25357300,2701040,15836700,18871800,68734200,10636600,10905000,48886100,7027770,38575700,38231300,10637200,5617520,1559
3591650,60027000,10913200,15797800,15405500,24070000,2490350,14986000,17829100,67577200,10023500,10359500,43684700,6425300,35335600,34486400,9942870,5028300,1560
3348380,56815700,10638100,14877100,15343000,22339000,2420220,14394600,17083600,63233900,9594210,9983640,39105200,5960440,32309200,31838600,9253690,4495500,1561
3227760,54628000,10505100,14387900,15065000,20966500,2378260,14087200,16808400,62837100,9313000,10002600,38206200,5839250,30732200,30337600,8621080,4186720,1562
3182520,53720500,10462100,14138000,14860300,20318900,2394990,14036300,16811400,60821700,9077500,9859250,37339700,5622670,29873500,29468200,8201730,4003450,1563
3200620,54329000,10593100,14256200,14818000,20021600,2414660,14028900,17100600,58690300,9108020,9758860,36514100,5473910,29735600,29142300,8026550,3980670,1564
3286060,55626400,11026200,14407100,15020100,20092100,2589240,14236300,17537900,58821900,9349570,9920190,35753800,5540650,30382300,29204100,8012220,4052940,1565
3564510,58830800,11868300,14979000,16358900,20858200,2989380,14586200,18658600,63040400,10074000,10558500,34838200,6030880,33223300,30975300,8330700,4369290,1566
4281230,66913100,12040400,16372600,17597500,23522000,3323100,15925600,20568900,69318700,11315800,11862900,36218800,6907090,37671300,35826400,9242110,5190140,1567
4931600,72354600,12286400,18123700,18520500,26179900,3637200,17480600,22020900,72030500,11960600,12296100,42086000,7454120,40979700,41332400,10321200,5849270,1568
5132650,75303700,12191400,18981000,19190200,28051300,3731350,17883300,21992900,73125700,12089800,12411400,48829200,7941670,43237700,46579300,10664700,6128880,1569
5119580,76162900,12007400,19248200,19178300,28806900,3708250,17579700,21497600,72949800,12064300,12497600,51274900,8031240,44587700,48690600,10698300,6106790,1570
5145710,77473000,11797300,19170400,19318500,28693600,3637400,17351000,21097300,72235800,11998000,12384400,52397100,8052080,44537800,48762500,10352200,5875120,1571
5083390,78467900,11610300,19309700,19321700,29110000,3638250,17103000,20680000,72457800,11948400,12295000,52074100,8014430,44088900,48725000,10191600,5955770,1572
4975830,77604100,11340200,19329000,18459100,28570300,3632190,16875300,20254700,71923400,12014000,12302400,51917100,7901760,43512300,45902200,9908180,5936830,1573
4963770,76864500,11257200,19384700,18543400,28771600,3573660,16736400,19872500,70591600,11829900,12281700,51526800,7668930,41453600,45334400,9692720,5824050,1574
4875310,75721200,11163200,19055000,18300900,28587900,3543530,16841000,19919500,68211700,11639300,12191700,50845200,7726700,40894500,46163300,9508280,5705870,1575
4717490,74215600,11155200,18711900,18082600,28395700,3476350,16888200,19953500,66777700,11588500,12195100,50342700,7874030,40637600,46258500,9491250,5647100,1576
4719500,72235000,11322200,18493700,17941300,28225900,3481090,16941900,19875500,66381900,11649200,12013600,50455500,7869930,40566200,46381000,9719190,5682140,1577
5082390,72329300,11858300,19171300,18396000,28233600,3688650,17090000,20568900,67721600,12208200,12266500,52342500,8443660,41067600,46223100,10323300,5961000,1578
5291470,75911000,12331400,20466900,19290800,28625000,3746310,17385300,21312400,74319000,12889700,13020100,54452000,9094500,44411100,48527700,11444400,6665310,1579
5095450,76611500,12174400,20738900,18562500,29253300,3622260,17271400,21252400,74436900,12776400,13015600,57691900,9092220,46853100,48699700,11778100,6765520,1580
4747650,72279900,11739300,20090200,17270700,27898600,3376620,17021500,20691000,70357800,12290000,12588100,56047900,8363580,45909300,46609700,11520500,6495480,1581
4407880,68342800,11943400,18661900,16354500,26514300,3026260,16592900,19895500,66996700,11491700,11877500,52562700,7617420,42962700,43381000,11182200,6212920,1582
4038970,65591600,11584300,17336600,16228900,25262900,2768090,15884800,18797700,69724300,10818300,11062500,47905100,7196990,39262500,39156400,10955100,5691490,1583
3637890,60299600,11097200,16003500,15326100,24002200,2569940,15078600,17808100,68629200,10247100,10542800,42741300,6522200,35945100,35439800,10225600,5105260,1584
3379540,56589100,10844100,15052000,15331500,22271700,2492630,14470500,17281700,64252500,9693160,10174300,37995600,6005580,32989800,32553200,9497750,4555460,1585
3251880,54449700,10695100,14623300,15138200,20961000,2461320,14194600,17010500,64459700,9394580,10203200,36981900,5902150,31290300,30682800,8905240,4251680,1586
3204640,53858500,10646100,14361900,15019600,20295800,2553020,14024300,16967500,62597500,9183330,10046200,35853700,5639030,30541000,29843700,8374050,4083230,1587
3225750,54761400,10752100,14398400,14839800,20021400,2563130,14002100,17065600,60738200,9168240,9924930,34595400,5481060,30416200,29450000,8224600,4030970,1588
3313200,56290000,11228200,14566600,15082000,20076500,2655030,14197400,17397800,61195900,9454480,10129400,33586500,5566470,31109300,29609900,8132820,4111930,1589
3599690,59767000,11991400,15142300,16346400,21014700,3117880,14613000,18365400,64982200,10197900,10740100,32609900,6019200,33888700,31389300,8466640,4450110,1590
4311380,67084500,12150400,16677200,17905400,23712000,3442890,15872800,20118600,70848900,11391600,12032400,33922600,6959920,38278300,36230300,9500570,5241090,1591
4960750,72240800,12398500,18468800,18573600,26546500,3758960,17429700,21588600,73024500,12074600,12477300,40019000,7513040,41230900,41539900,10482600,5955130,1592
5196980,75019600,12330400,19317400,19038600,28382700,3830700,17872200,21515600,74437900,12226200,12593600,47264400,8114780,43163700,46322200,10919400,6208750,1593
5190950,76401000,12140400,19501000,18998600,29467400,3729370,17821300,21171400,74065600,12210800,12553700,49883200,8143150,44364400,47670400,11017400,6204450,1594
5244230,78074500,11870300,19349100,19011300,29678800,3686700,17745400,20918200,72911500,12142600,12459200,51366300,8135010,44297000,48295900,10751800,6037310,1595
5225130,79651400,11729300,19441400,19097800,29979800,3623860,17586200,20781100,72488200,12078800,12398200,51728600,8135980,43759300,47802000,10704200,6011240,1596
5131640,79298300,11557300,19470200,18437200,29678400,3678380,17540800,20633000,71719200,12067500,12430900,51708800,8041880,43235700,45065200,10570000,5980560,1597
5171850,78800300,11345200,19545200,18478500,29907300,3636770,17601900,20457900,70441300,11942800,12385800,51581700,7888950,41221600,44621900,10484700,5816420,1598
5160790,77751300,11341200,19139600,18299500,29902000,3569690,17585200,20404800,68825600,11728100,12260400,50571600,7837400,40803600,45028700,10396700,5768470,1599
5035140,76731100,11314200,18836900,18036500,29868800,3500390,17519500,20532900,67849300,11670600,12331100,49994400,7973290,40416900,44999400,10457700,5646650,1600
5055240,74544600,11468300,18650400,18004600,29926100,3458500,17417700,20680000,67638100,11728900,12094000,49796800,7948860,40515700,45288900,10682500,5681950,1601
5423150,75284200,12011400,19258800,18424300,30166900,3737290,17525100,21399500,69108500,12236600,12388600,51510100,8428960,41103500,45035800,11138000,5980950,1602
5483470,78884200,12412500,20672600,19365200,30144700,3763180,17716700,21895800,74883800,12888500,13026700,52986400,9022680,44517800,47999400,11971500,6648660,1603
5209040,78419600,12315400,20878300,18739700,29985900,3622000,17472300,21538600,74171700,12836000,13132500,56748500,9014730,46894700,48860700,12188500,6881090,1604
4823040,73560000,11815300,20246800,17528400,28426100,3469150,17053900,20920200,69882400,12365700,12638000,55987800,8409360,46241700,46683600,11760900,6642100,1605
4482270,69004200,11969400,18929100,16524700,26673200,3105300,16532800,20055600,66162900,11561800,11872800,52439200,7636840,43258300,43656300,11520400,6341460,1606
4085210,66197700,11606300,17398100,16340400,25602400,2836140,16038500,18912800,68079100,10889000,11130200,48132700,7232220,39335200,39201900,11328300,5883300,1607
3692170,61162200,11190200,16147700,15378700,24446800,2634390,15436800,17852100,66874900,10362400,10470200,43287800,6648640,36062000,35399300,10532800,5289610,1608
3420760,56800700,10872200,15324000,15318100,22632100,2561070,14782400,17124600,62905900,9827280,10187000,38632500,6056880,33066900,32358900,9913680,4740260,1609
3297120,54249600,10690100,14790600,15038800,21308100,2497400,14320500,16822400,63648400,9517260,10168400,37573700,5976960,31387800,30685800,9192880,4433920,1610
3239820,52963700,10676100,14590700,14742300,20628600,2477420,14128000,16774400,61430600,9281490,10026400,36862100,5671440,30435600,29667600,8705270,4319250,1611
3239820,53495100,10795100,14577200,14497700,20310100,2476950,14283500,16715300,59215800,9258990,9943220,35905500,5527210,30216100,29481400,8513750,4283880,1612
3302140,55380200,11220200,14791500,14634700,20407700,2654930,14414900,16906500,59303200,9587350,10067200,34916900,5605960,30756400,29629200,8405660,4332490,1613
3587630,59162000,12069400,15284600,16328400,21269200,3077250,14890700,17872100,63108200,10317100,10635400,34148900,6020610,33480500,31400400,8751350,4562350,1614
4288260,67194900,12208400,16748400,17696800,23981700,3416240,16194000,19703400,69275400,11397300,11903200,35568300,6927040,37785700,36024800,9738570,5352380,1615
4932610,72597300,12390500,18545600,18577800,26463100,3700480,17687000,21228400,71631700,12008700,12502800,41358700,7466590,41040800,41380000,10877100,6005370,1616
5137670,74289200,12339400,19229000,19396800,28102400,3743320,18172100,21657700,71919500,12181800,12679300,47873800,8082150,42930900,46153200,11133600,6212300,1617
5120580,74245500,12155400,19404900,19730500,28879500,3755120,17650000,21471600,71517800,12149600,12854800,50314100,8260430,44303100,47875900,11275900,6143600,1618
5150740,75513000,11969400,19353000,19975200,28875300,3693890,17215900,21379500,70476700,12074900,12872100,50873500,8320250,44271800,48105600,11123300,6013260,1619
5080380,76052500,11804300,19528900,20030800,29344000,3633510,16800300,21314400,70150600,11978000,12837800,50741200,8318430,43823000,47856600,10861000,5970240,1620
4942660,75188700,11692300,19498100,19465300,28752000,3650350,16550400,21073300,69383500,11987500,12950500,50838600,8163470,43131800,45300000,10669400,5859830,1621
4903460,74431900,11610300,19594200,19446600,28918300,3598530,16430000,20865100,67469200,11875400,12973500,50632800,7883990,41079000,44851600,10403200,5763900,1622
4781820,73091900,11518300,19336600,19321800,28563300,3551560,16212500,20681000,65376100,11695100,12977400,50021100,7798270,40509100,45528700,10307300,5709290,1623
4564700,71746200,11471300,18920500,19121700,28250500,3460820,16107000,20785100,63987300,11643200,12969200,49761300,7864340,40423000,45386000,10281600,5624260,1624
4513430,70498200,11574300,18694600,18906400,28001100,3434100,16332800,20451900,63165200,11767800,12546200,49805400,7831150,40358700,45427500,10462400,5690840,1625
4829070,71021600,12011400,19255900,19111700,27939500,3664210,16567000,20831100,64534400,12271000,12658100,51325100,8359810,40594000,45226100,10990000,5961970,1626
5103500,74842500,12403500,20483300,19572900,28154700,3680380,16984500,21495600,71161300,12818900,13074700,53060300,8970960,44207300,47897100,11801100,6770170,1627
5001970,75977700,12240400,20683200,18824600,29460600,3621030,17112200,21350500,72713100,12689400,13115600,56487100,8907260,46693600,48534800,11812900,6746460,1628
4636070,71593200,11752300,20011300,17594800,28317700,3404330,16877100,20727100,68405200,12301700,12730600,55310200,8159860,45701300,45906300,11467700,6540450,1629
4306360,67951700,11990400,18820500,16680100,26664700,3089690,16453200,19861500,65420300,11526500,11950700,52040200,7489700,42849000,42685700,11118900,6232420,1630
3932420,65343100,11590300,17391400,16287600,25534500,2776350,15612700,18719700,68164600,10884500,11127300,47796400,7041360,39365500,38435700,10850500,5803950,1631
3533340,60492800,11103200,16170700,15484300,24400100,2634250,14864800,17603900,67205900,10307800,10615400,42749900,6464270,36184200,34824400,10215500,5243330,1632
3260930,56945600,10763100,15272100,15430000,22427900,2538940,14195500,16783400,63311500,9819680,10292500,38180400,5950140,33258100,32148400,9601410,4698850,1633
3141310,54876400,10598100,14747300,15288900,21032300,2494150,13867900,16416100,64450900,9512460,10249100,37163000,5877300,31711500,30234400,9098870,4455940,1634
3099090,54072500,10549100,14514700,15106100,20190500,2504720,13668900,16380100,62493400,9277070,10043000,36218900,5564870,30782600,29080600,8620380,4314540,1635
3102100,54776400,10649100,14489700,14933600,19941100,2505530,13666100,16363100,60233300,9258520,9934640,34929000,5414990,30442800,28612000,8344110,4274160,1636
3187550,56236000,11076200,14686800,14974900,20108700,2670400,13818800,16492200,60636000,9535510,10069700,33692300,5500150,30882900,28601800,8185000,4310700,1637
3474040,59297700,11880400,15217300,16389700,20991600,3029500,14140900,17347800,64526500,10246300,10621700,32713900,5965520,33499600,30071500,8397820,4511940,1638
4168640,66189700,12013400,16676300,17549900,23632000,3351140,15442400,19049900,70977600,11313800,11784200,34125100,6848800,37676800,34201000,9429330,5291200,1639
4836110,71459800,12223400,18330400,18283200,26226400,3643700,16696600,20488900,73712000,11956700,12311600,39744000,7261400,40753800,39485300,10519900,5950550,1640
5098470,74618200,12320400,19211700,19006500,27839000,3761740,16985400,20951200,73848600,12124200,12466300,46256900,7824820,42557600,44338500,10852600,6204020,1641
5120580,75547600,12233400,19589400,18964000,28883900,3719860,16658700,20835100,72305500,12057600,12617600,48927900,7903350,43807400,46152200,10882000,6218210,1642
5177880,76808200,12161400,19565400,19034800,28929700,3665820,16518900,20848100,70107400,12003900,12559000,50490400,7879600,43554200,46324300,10769500,6126830,1643
5090430,77525900,12097400,19734500,18932300,28986700,3582400,16414300,20643000,69060300,11942000,12494700,50403000,7914070,42963400,46349600,10625900,6138730,1644
4917530,76480400,11947400,19628800,18448600,28380300,3618500,16197700,20243700,67842400,11843500,12487400,50350800,7825970,42368600,43213000,10454400,6097640,1645
4786850,74652700,11769300,19760500,18231900,28290300,3557120,16031100,19835400,65496900,11666700,12378000,50017600,7629390,40345000,42506500,10183000,6016950,1646
4612950,72659400,11729300,19309700,17812400,28167800,3504520,15800600,19568300,62876400,11451700,12252100,49312200,7591120,39639400,43122900,9997550,5894020,1647
4478250,71270000,11656300,18928200,17243400,27965200,3433000,15689500,19508200,60915900,11413600,12193800,48769000,7692160,39139400,43404300,9927720,5773380,1648
4527500,69746000,11735300,18669600,16941300,27665700,3455320,15441500,19330100,59738300,11478200,11830600,48121200,7654840,39010100,43325300,10093800,5791470,1649
4844150,70058900,12097400,18998300,17374700,27847100,3637960,15496100,19683300,61358900,11927800,11971200,49700200,8139580,38975300,42672500,10625100,6013100,1650
